Year	Afghanistan	Albania	Algeria	Angola	Antigua and Barbuda	Argentina	Armenia	Azerbaijan	Bahamas	Bahrain	Bangladesh	Barbados	Belarus	Belize	Benin	Bhutan	Bolivia (Plurinational State of)	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cabo Verde	Cambodia	Cameroon	Central African Republic	Chad	Chile	China	Colombia	Comoros	Congo	Costa Rica	Cuba	Cyprus	Czechia	Democratic Republic of the Congo	Djibouti	Dominica	Dominican Republic	Ecuador	Egypt	El Salvador	Equatorial Guinea	Eritrea	Estonia	Eswatini	Ethiopia	Fiji	Gabon	Gambia	Georgia	Ghana	Grenada	Guatemala	Guinea	Guinea-Bissau	Guyana	Haiti	Honduras	Hungary	India	Indonesia	Iran (Islamic Republic of)	Iraq	Israel	Jamaica	Jordan	Kazakhstan	Kenya	Kiribati	Kuwait	Kyrgyzstan	Lao People's Democratic Republic	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Madagascar	Malawi	Malaysia	Maldives	Mali	Malta	Marshall Islands	Mauritania	Mauritius	Mexico	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nauru	Nepal	Nicaragua	Niger	Nigeria	Oman	Pakistan	Palau	Panama	Papua New Guinea	Paraguay	Peru	Philippines	Poland	Qatar	Republic of Korea	Republic of Moldova	Romania	Russian Federation	Rwanda	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	Samoa	Sao Tome and Principe	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovakia	Slovenia	Solomon Islands	Somalia	South Africa	South Sudan	Sri Lanka	State of Palestine	Sudan	Suriname	Syrian Arab Republic	Tajikistan	Thailand	Timor-Leste	Togo	Tonga	Trinidad and Tobago	Tunisia	Turkey	Turkmenistan	Tuvalu	Uganda	Ukraine	United Arab Emirates	United Republic of Tanzania	Uruguay	Uzbekistan	Vanuatu	Venezuela (Bolivarian Republic of)	Viet Nam	Yemen	Zambia	Zimbabwe
1960			0.00440076												0.00519325				0.00239093	0.00163202	0.00155433		0.00843271				0.0043947					0.00173094			0.00117449							0.00222207	0.00231465	0.0046191	0.00261575				0.00306318		0.00084884				0.00360575			0.00614711		0.00101956				0.00322432	0.00304823		0.00247306	0.00018539		0.00197192		0.00369257							0.00191457						0.00099015			0.00011183		0.00549403	0.00136358	0.00202248								0.00464421	0.00317912				0.0026991		0.00093292	0.00260389		0.00397026	0.00153016			0.00128494											0.00778575		0.00105741		0.00045924							0.00091792		0.00298217		0.00240646		0.00176131		0.00491994				0.00371632			0.00411669			0.00444164	0.00014535		0.00216678	0.00083667			0.00370818	
1961			0.00440874							0.00233474					0.00515519				0.00229964	0.00156894	0.00136746		0.00832472				0.00432506					0.0016558			0.00117218							0.00217392	0.002219	0.00442458	0.00254865				0.00300863		0.00078577		0.0092875		0.00358819			0.00607759		0.00095202	0.00390847	0.00303615		0.00316125	0.00295692		0.00227869	0.00016553	0.00078071	0.00188812		0.00352221						0.00065215	0.00191232	0.00471241					0.00089869			0.00010178		0.00531187	0.00126353	0.00190787			0.00425535					0.00454688	0.00310203				0.00259641		0.00089537	0.00249842	0.00083958	0.00381588	0.00145484			0.00119786								0.00131119			0.00777051		0.00105982		0.00039595							0.00085476		0.00292272		0.00224465		0.00168441		0.00485063		0.00038852		0.00356011			0.00401428			0.00440044	0.0001431		0.00208524	0.00079403			0.00365259	
1962			0.00443414							0.00210812					0.00511128				0.00219941	0.00150927	0.00119574		0.00821901				0.00427286					0.00158376			0.00108627							0.00211672	0.00212822	0.00422976	0.00247852				0.00294727		0.00072568		0.00908167		0.00357397		0.00309346	0.00601147		0.00089232	0.00383412	0.00290354		0.0030998	0.00286203		0.00211331	0.0001486	0.00074441	0.00182062		0.00336764						0.00062068	0.00191916	0.00471349					0.00081348			9.478E-05		0.00512039	0.00115565	0.00180354			0.00411351					0.00444209	0.00301734				0.00249406		0.00085659		0.00082574	0.00365321	0.00139148			0.00111256				0.00419399				0.00123523			0.00777459		0.00103541		0.00034282							0.0008091		0.00286752		0.00210238		0.00161002		0.0047955		0.00036728		0.00339935			0.00391571			0.00435901	0.00014018		0.00199136	0.00075559			0.00359867	
1963			0.00446016							0.00189736					0.00506319				0.00210755	0.0014511	0.00103699		0.00811606				0.00422663					0.00151225		0.00266451	0.00096465	0.00021093						0.00204997	0.00204345	0.00404134	0.00240062				0.00289969		0.00067155		0.00887949		0.00356473		0.00297704	0.00594109		0.00084166	0.00376157	0.00277663		0.00303873	0.00276376		0.00197543	0.00013462	0.00070671	0.00175108		0.00323604						0.00058992	0.00193102	0.00469292					0.00073392			8.781E-05		0.00493356	0.00106773	0.00171211			0.00396782					0.00432651	0.00292924				0.0023986		0.00081767	0.00230349	0.00081249	0.0034859	0.00133563			0.00102418				0.00414244				0.00117104			0.00779055		0.00101019		0.00030178							0.00077178		0.00281943		0.00197452		0.00153506		0.004736		0.00034755		0.00324005			0.00382155			0.00430645	0.00013737		0.00190152	0.00072123			0.0035499	0.00226624
1964			0.00447443							0.00170596					0.0050109				0.00201508	0.00139481	0.00090984		0.00802782				0.00417027			0.00067752		0.00144208		0.00259207	0.00084938	0.00021172						0.00197651	0.00196472	0.00387001	0.00232862				0.00283742		0.00062148		0.00866893		0.00356437		0.002865	0.00586791		0.00079801	0.00368151	0.00265609		0.00298052	0.00266134		0.00185972	0.00012397	0.00067081	0.00166636		0.0031197		0.00097193				0.00056388	0.00194189	0.00466128	0.00354894				0.00066102			8.413E-05		0.00474501	0.00101514	0.00162724			0.00381139					0.0042068	0.0028403				0.0023097		0.00078115		0.00080167	0.00331528	0.00128564			0.00093255				0.0041027				0.0011107			0.00780283		0.00096326	0.00712701	0.00026928							0.00073641		0.00277376		0.00185969		0.00146196		0.00465443		0.00032683		0.00308488			0.00373191			0.00425313	0.00013507		0.00180265	0.00068982			0.00350542	0.00217264
1965			0.00448216							0.00152055					0.00495449		0.00405213		0.00193751	0.00134023	0.00080086		0.00795034				0.00409783	0.00415562		0.00060403		0.00137323		0.0025169	0.00078602	0.0002106						0.001898	0.00189303	0.00371853	0.00225501				0.00277061		0.00057764		0.00844647		0.00357337		0.0027554	0.00579897		0.00075936	0.00360013	0.00253623		0.00292506	0.00255512		0.00176318	0.00011605	0.00063592	0.00156271		0.00302702		0.00090036				0.00054053	0.00194838	0.00461407	0.00321293				0.00059749			7.758E-05		0.00455722	0.00100626	0.00154857			0.00364817					0.00408497	0.00274418				0.00222833		0.00074543	0.00210547	0.00079132	0.00315078	0.0012395			0.00083919				0.00407073				0.00104679			0.0077977		0.00094043	0.00701651	0.00024124			0.00164456				0.00069833		0.00273235		0.00175056		0.00138958		0.00454165		0.0003082		0.00293265			0.00365349		0.00160155	0.00419318	0.0001336		0.00171002	0.00066166			0.0034707	0.00208111
1966			0.00448025							0.00134004		0.00024991			0.00489568		0.00391799		0.00186378	0.00128591	0.00072711		0.00789539				0.00400161	0.00400474		0.00053153		0.00130396		0.00243768	0.00079084	0.00020713						0.00181659	0.00182945	0.00359202	0.00218127				0.00269918		0.00053946		0.00822908		0.0035913		0.00265142	0.0057289		0.00072985	0.00351114	0.00241841		0.00286946	0.00244814		0.00167873	0.00011021	0.00060263	0.00144192		0.00294911		0.00083721				0.00052185	0.00194415	0.00455767	0.00290183				0.00054208			7.437E-05		0.00436869	0.00104995	0.00147597			0.00348104					0.00396911	0.00265247				0.00215669		0.00070983	0.00201088	0.00078046	0.00299474	0.00119674			0.0007462				0.00404585				0.0009872			0.00776433		0.00087745	0.00690396	0.00021414			0.00153906				0.0006555		0.00269369		0.0016412		0.00131785		0.00440356		0.00028938		0.00278824			0.00357188		0.00145644	0.00412893	0.00013221		0.00161012	0.00063497			0.00344165	0.00200093
1967			0.00444866							0.00117821		0.00022817			0.00483529		0.00378551		0.00179251	0.0012322	0.00065809		0.00782516				0.00388308	0.00385587		0.00047132		0.00123272		0.00236153	0.00080802	0.00020118						0.00173656	0.00177194	0.00349015	0.00210871				0.00262691		0.00050822		0.00800709		0.0036097		0.00255202	0.00566043		0.00070725	0.00341218	0.0023017		0.00281287	0.00234003		0.00159912	0.00010576	0.00056784	0.00131835		0.00287539		0.00077967				0.00050259	0.00192875	0.00448799	0.00260902				0.0004955			6.512E-05		0.00418678	0.00108439	0.00140842			0.00331181					0.00385146	0.00256496			0.00394173	0.00209269		0.00067512	0.00192235	0.0007696	0.00284592	0.00115556			0.00065487				0.0040314				0.00092412			0.0077207		0.00083817	0.00677796	0.0001889			0.00143822				0.00061204		0.00266341		0.00153309		0.00124427		0.00424479		0.0002702	0.00287879	0.00265608			0.00349549		0.00133123	0.00406068	0.00013054		0.00151583	0.00060822		0.0060658	0.00341322	0.00192999
1968	0.00494535		0.00439189							0.00102167		0.00020654			0.0047747		0.00365373		0.00172042	0.00117752	0.0006107		0.0077642				0.00375044	0.00370657		0.00042624		0.00115894		0.00228831	0.00074384	0.00019302						0.00165672	0.00171742	0.0034034	0.00203755				0.00256084		0.00047901		0.00779772		0.00362387		0.00245688	0.00559774		0.00068644	0.00330923	0.00219001		0.00275366	0.0022308		0.00152008	0.0001031	0.00053454	0.00120453		0.00280334	0.00178304	0.00072838				0.00048445	0.00190204	0.00441086	0.00233446				0.00045436		0.00947181	5.905E-05		0.0040173	0.00101359	0.00134184			0.0031455					0.0037433	0.00247944			0.00373165	0.00203362		0.00063917	0.00183578	0.00075683	0.00270889	0.00111883			0.00056866				0.00403843				0.00085101			0.00766098		0.00078003	0.00665201	0.00016676			0.00133434				0.00057457		0.00263552		0.00142675		0.00116879		0.0040904	0.00049336	0.00025247	0.00267893	0.00253533			0.00343337		0.00119374	0.00398821	0.0001283		0.00141346	0.00058062		0.00590251	0.00336883	0.00187195
1969	0.00485745		0.00430026							0.00087363		0.00018911			0.00471084		0.00352019		0.00163914	0.00112094	0.00055018		0.00770309	0.00454992			0.00360778	0.00356406		0.00039594		0.00108249		0.00222021	0.00059292	0.0001835						0.00157667	0.00166571	0.00332984	0.00196598				0.00248604		0.00045712		0.00758153		0.00362159		0.00236373	0.00553861		0.00067266	0.00320202	0.00208188		0.00269433	0.00211824		0.00144144	0.00010073	0.00050063	0.0011067		0.00273008	0.00165118	0.00068072				0.00046924	0.00186498	0.00432638	0.00207455				0.00041917		0.0093184	5.607E-05		0.00387599	0.00084385	0.00127774			0.0029847	0.00404705				0.00364083	0.00239217		0.00499556	0.00351065	0.00198005		0.00060075	0.00175261	0.00074252	0.00258141	0.00108583			0.00049252				0.00406452				0.00079006			0.00756848		0.00072362	0.00652646	0.00014795			0.00123361				0.00054507		0.00261271		0.0013248		0.00109174		0.00395842	0.00043446	0.00023475	0.00248558	0.00242244			0.00339028		0.00103396	0.00391667	0.00012486		0.00132658	0.00055104	0.00099149	0.00573524	0.0033052	0.00182868
1970	0.00476559		0.0041671							0.00073845		0.00017162			0.00464575		0.00338648		0.00155803	0.00106213	0.00050953		0.00762882	0.00455035			0.00346516	0.00343758		0.00037759		0.00100521		0.00215164	0.00045902	0.00017285						0.0014972	0.00161054	0.00325701	0.00189542				0.00241855		0.00043799		0.00737074		0.00359556		0.0022692	0.00549053		0.00066106	0.00309394	0.00197817		0.00263281	0.00200706		0.00136328	9.916E-05	0.00046544	0.00102712		0.00265755	0.00154472	0.00063537				0.00045268	0.00182034	0.00424564	0.00183311			0.0066202	0.00038772	0.00414045	0.00916988	4.991E-05		0.00377667	0.00070422	0.00121491			0.00283479	0.00404444				0.00354719	0.00230706		0.00486802	0.00329906	0.00192914		0.00056013	0.00167761	0.00072452	0.00245821	0.00105805			0.00042729				0.00411274				0.00071955			0.00744238		0.00064921	0.00640026	0.00013174			0.00114204				0.0005218		0.00259199		0.00122793		0.00101381		0.00385673	0.00039125	0.00021791	0.0023036	0.00231639			0.00337777		0.0008571	0.00383688	0.00012207		0.0012416	0.00052131	0.00096669	0.00556675	0.0032213	0.0017957
1971	0.00466797		0.0040154							0.00061277	0.00324575	0.00014994			0.0045801		0.00325509		0.00147134	0.00100399	0.00045698		0.00754345	0.00456997			0.00334397	0.00332678		0.00036469		0.00092779		0.00208801	0.00038975	0.00016204						0.00141533	0.00154752	0.00317983	0.0018257				0.0023402	0.00442902	0.00042135		0.00715532		0.00354008		0.0021794	0.00544464		0.00065015	0.00298707	0.00187661		0.00256669	0.00190089		0.00128424	9.793E-05	0.00042956	0.00096175		0.00258319	0.00142365	0.00059351				0.00043542	0.00177462	0.00416777	0.00160941			0.00651427	0.00035869	0.00389764	0.00900551	4.682E-05		0.00371681	0.00066222	0.00115317			0.00269068	0.0040373				0.00345643	0.00222097		0.00474459	0.0030789	0.00187994		0.00051692	0.00160834	0.00070429	0.00233913	0.00103613			0.00037418				0.00418864				0.00066022			0.00727311		0.00057713	0.00627893	0.00011938			0.0010592				0.00050275		0.00257413		0.00113988		0.00093374		0.00377642	0.00033921	0.00020403	0.00212314	0.00221491			0.00338787		0.00069559	0.00375502	0.00012135		0.00115893	0.00049089	0.00094312	0.00540477	0.00311259	0.00177269
1972	0.0045695		0.0038428							0.00050622	0.003243	0.00013663		0.00092802	0.00450689		0.00312298		0.00138361	0.00094843	0.00041545		0.00741763	0.00460381			0.00325229	0.00322735		0.00035126		0.00085276		0.00202345	0.00035491	0.00015124						0.00133257	0.00147526	0.00309055	0.00175729				0.0022602	0.00441949	0.00040712		0.00694523		0.00345896		0.00209069	0.00540701		0.00064132	0.0028832	0.00177787		0.00249878	0.00179871		0.00120457	9.645E-05	0.0003943	0.00090396		0.002506	0.00134533	0.0005517				0.00041814	0.00172778	0.00409747	0.00141311			0.00637101	0.00033168	0.00363203	0.00881908	4.369E-05		0.00367492	0.00066753	0.00109144			0.00255275	0.00402488		0.0013476		0.00337261	0.00213077	0.01052383	0.0046148	0.00285554	0.00183375		0.00047456	0.00154276	0.00068229	0.00222142	0.00101821			0.00033131				0.00428895				0.00060423			0.00706783		0.00050792	0.00616386	0.00010695			0.00097363				0.00048492		0.0025569		0.00105762		0.00085392		0.00371244	0.0002896	0.00019315	0.0019496	0.0021141			0.00341986		0.00055897	0.00367083	0.00012263		0.00109028	0.00046042	0.00091882	0.00523897	0.00299518	0.00175805
1973	0.00446727		0.00365141		0.0001414				0.0001212	0.00042166	0.00323267	0.0001193		0.00088171	0.00442659		0.00299378		0.00129583	0.00089664	0.00037033		0.00723431	0.00465061			0.00318949	0.0031364		0.00033236		0.00078151		0.00196392	0.00030665	0.00014043					0.0003903	0.00124886	0.00139353	0.00298266	0.00168808				0.00217188	0.00441094	0.0003934		0.0067379		0.00335438	0.00039504	0.00200638	0.00536862		0.00063159	0.00278533	0.00167937		0.00242654	0.0017009		0.00112457	9.488E-05	0.00036198	0.00084991		0.0024262	0.00126965	0.00051014				0.0004013	0.00167561	0.00403206	0.00124324		0.00270362	0.00620788	0.00030511	0.00335944	0.00861563	4.052E-05		0.00364867	0.0006334	0.00102959			0.00241915	0.00400997	0.00191585			0.00329056	0.00203775	0.01056822	0.00448646	0.00264813	0.00179024		0.0004337	0.00148066	0.00065954	0.00210511	0.00100421			0.00029651				0.00442479		0.00054049	0.00075888	0.00055758			0.00682812		0.00044163	0.00604974	9.317E-05			0.00089791				0.00046536		0.00253748		0.00098311		0.00077782		0.00365686	0.000276	0.0001833	0.00178358	0.00200898			0.00347697		0.00044853	0.00357925	0.00012579		0.00100268	0.00043128	0.00089401	0.00507014	0.00288253	0.00175051
1974	0.00436979		0.00344597		0.00012677	0.00025092			0.00012425	0.0003533	0.00320569	0.00011036		0.00083774	0.00433988	0.00347269	0.00286267		0.0012061	0.00084795	0.00032244		0.00700144	0.00468815			0.00315622	0.00304409		0.00030416		0.00071292		0.00190073	0.00024042	0.0001296			0.00391332		0.00032027	0.00116769	0.00130408	0.00285344	0.00161615				0.00207737	0.00441535	0.00038025		0.00653607		0.00323517	0.00037558	0.00192432	0.00533473		0.00062208	0.00268921	0.00158274		0.002351	0.00160834		0.00104587	9.28E-05	0.00033228	0.00079493		0.0023413	0.00121471	0.00046685				0.00038671	0.00161414	0.00396263	0.0010978		0.00275233	0.00602532	0.00027874	0.00308095	0.00839778	4.044E-05		0.00360334	0.00052826	0.00096759			0.00228299	0.00398588	0.00184608			0.00320982	0.0019387	0.01054437	0.00435923	0.00244551	0.00175021		0.00039787	0.00142146	0.00063587	0.0019932	0.00099436		0.00029943	0.00026791				0.00458269		0.00047975	0.00073982	0.00051934			0.00655717		0.0003959	0.00593758	7.95E-05			0.00082664				0.00044208		0.00251514		0.00091498		0.00070568		0.0035988	0.00023977	0.00017361	0.00162629	0.00190288			0.00355323		0.00036367	0.00348627	0.0001296		0.00094034	0.00040524	0.00086754	0.00488326	0.00278715	0.00175084
1975	0.00428153		0.00322085		0.00011169	0.00023796			0.00012176	0.00030014	0.00315414	9.75E-05		0.00079541	0.00424848	0.00332955	0.00273343		0.00112093	0.0008042	0.00029078		0.00673777	0.00471618	0.00129144		0.00314023	0.00295603		0.00026755		0.00064711	0.00278291	0.00184166	0.00018814	0.00011867			0.00381901		0.00029131	0.00109007	0.00121355	0.00269547	0.00154187				0.00197895	0.00443414	0.00036592		0.00634092		0.00311027	0.00035678	0.00184683	0.00529675		0.00060736	0.00259786	0.00148989		0.00227001	0.00152169		0.00096948	8.978E-05	0.00030621	0.00073914		0.00225223	0.00117937	0.00042086				0.00037387	0.00154205	0.00389077	0.00097008		0.00280346	0.00583494	0.00025316	0.00282221	0.00816302	3.723E-05		0.00353075	0.00041694	0.00090669			0.00213838	0.00395997	0.00177739			0.00313017	0.00183123	0.01046126	0.0042343	0.002238	0.00171356		0.00036616	0.00136531	0.00061263	0.00189053	0.0009853		0.00027387	0.00024317				0.00473961		0.0004287	0.00068991	0.00048232	0.00117882		0.00626368		0.00033566	0.00582584	6.771E-05			0.00076008				0.00041417		0.00248985		0.00084955		0.00063785		0.00353419	0.00022645	0.00016618	0.00147819	0.00179735			0.00364362		0.00029911	0.00339296	0.00013144		0.00088121	0.00038007	0.00083874	0.00466697	0.00271905	0.00175997
1976	0.00419328		0.00299114		0.00011226	0.00022144			0.00011923	0.00025375	0.0030785	8.886E-05		0.00076216	0.00415396	0.00319136	0.00260919		0.00103249	0.00076264	0.00025569		0.00645502	0.00471032	0.00120511		0.00312927	0.00286527		0.0002286		0.00058464	0.00268087	0.00178657	0.00016103	0.0001077	3.65E-05		0.0037262		0.00024772	0.00101786	0.00112733	0.00253164	0.00146439				0.00187936	0.00446089	0.0003506		0.00615443		0.00298917	0.00033891	0.00177142	0.00525833		0.00059143	0.00251867	0.00140043		0.00218404	0.00144141	0.00163713	0.00089902	8.473E-05	0.00028365	0.00068388		0.00215951	0.00114445	0.00037574				0.00036319	0.00145955	0.00383028	0.00085999		0.00284648	0.00564045	0.00022793	0.00258959	0.00792712	3.709E-05		0.00343339	0.0003341	0.00084664			0.00199018	0.00393041	0.00170918			0.00304888	0.00172195	0.01031493	0.00411032	0.0020368	0.00167954		0.0003394	0.0013128	0.00059052	0.00179852	0.00097633		0.00025329	0.00022127				0.00486229		0.00038713	0.0006412	0.00044631	0.00118163		0.00595704		0.00027849	0.00570619	5.986E-05			0.00068793				0.00038172		0.00245993		0.00078631		0.00057546		0.00346328	0.00020173	0.00015901	0.00133795	0.00169218			0.00374491		0.00024768	0.0032982	0.00012987		0.00082523	0.00035602	0.00080769	0.00442239	0.00268247	0.00176961
1977	0.00410172		0.00275489		9.652E-05	0.00020141			0.00011669	0.0002177	0.00298545	8.436E-05		0.00072268	0.00406181	0.00304504	0.00248974		0.00094562	0.00072051	0.00022894		0.00619416	0.00465514	0.00112682		0.00310932	0.00278051	0.00539358	0.00019208		0.00052594	0.00257337	0.00173089	0.00015279	9.703E-05	3.456E-05		0.00363729		0.00021786	0.00094998	0.00104825	0.00236891	0.00138321				0.00177359	0.00449689	0.00033428		0.00596614		0.00288087	0.00033252	0.00169876	0.00522027		0.00057448	0.00245286	0.00131382		0.00209515	0.00136532	0.00151607	0.00083349	7.92E-05	0.00026384	0.00062954		0.00206662	0.00114519	0.00033028				0.00035284	0.00137238	0.00378039	0.00076283		0.00288429	0.00544076	0.00020453	0.00238548	0.00769204	3.691E-05		0.00331434	0.00027756	0.00078712			0.00184043	0.00389988	0.00164025			0.00296681	0.00160678	0.01013866	0.00399127	0.001847	0.00164863		0.00031668	0.00126263	0.00056988	0.00171629	0.00096513		0.00023585	0.00020093				0.00489326	0.00025032	0.0003461	0.00057314	0.00041771	0.00118045	0.00131572	0.00565859		0.00024007	0.0055906	5.529E-05			0.00062535				0.00034617		0.00242784		0.00072327		0.00051817		0.00338501	0.00018835	0.000153	0.00120727	0.00158893			0.00384172		0.00020807	0.00321043	0.00012391		0.0007815	0.00033306	0.00077476	0.00416094	0.00266967	0.0017766
1978	0.00401696		0.00250703		8.06E-05	0.00017922			0.00011415	0.00019167	0.00288246	7.194E-05		0.00068358	0.00397482	0.00289572	0.00237626		0.0008637	0.0006773	0.00019867		0.00596816	0.00455072	0.00105727		0.00307484	0.00270063	0.00539876	0.00016151		0.0004737	0.00246661	0.00167588	0.000151	8.69E-05	3.268E-05		0.0035512		0.00018848	0.00088635	0.0009745	0.00221481	0.00130143				0.00167519	0.0045281	0.00031835		0.00578503		0.002792	0.00031424	0.00162563	0.00517165		0.00055575	0.00239784	0.00123044		0.00200522	0.00129452	0.00139435	0.00077476	7.376E-05	0.00024692	0.00057866		0.00197325	0.00114557	0.00029002				0.00034152	0.00128279	0.00372849	0.00067906		0.00291681	0.00522837	0.00018258	0.00219796	0.00745679	3.364E-05		0.00318301	0.00024098	0.00072851			0.00168921	0.00387901	0.00157719			0.00287239	0.0014913	0.00996151	0.00388037	0.00166829	0.00161869		0.00029717	0.00121347	0.00054957	0.00164187	0.00095137		0.00022402	0.00018088				0.0047801	0.00022882	0.00031469	0.00050665	0.00038315	0.00118883	0.00120229	0.00537285		0.0002036	0.00547944	5.253E-05			0.00056665				0.00031024		0.00239393		0.00066383		0.0004674		0.0032997	0.00017518	0.00014712	0.00108875	0.0014872			0.00392323		0.00017714	0.00313072	0.00011441		0.00072214	0.00031118	0.00074097	0.00389538	0.00267069	0.00176603
1979	0.00394234		0.002243		6.457E-05	0.00015871			0.00011166	0.00016919	0.00277535	6.764E-05		0.00065109	0.00388557	0.00275562	0.00226859		0.00078953	0.00063403	0.00017591		0.00577443	0.00441371	0.00100454		0.00302203	0.00262942	0.00538851	0.00013861	0.00036734	0.0004269	0.00236678	0.00161391	0.00014958	7.783E-05	3.235E-05		0.00346927		0.00016009	0.00082778	0.00090428	0.00207003	0.00121677		0.00328576		0.00157659	0.00453418	0.00029924		0.00560663		0.00272135	0.00029344	0.0015526	0.00511742		0.00054106	0.00235191	0.00115122		0.0019135	0.00122692	0.00127918	0.00072116	6.918E-05	0.00023209	0.00053015		0.00188394	0.00118011	0.00025384				0.00032884	0.00119217	0.00367451	0.00060354		0.00294734	0.00501524	0.00016397	0.00204207	0.00721939	3.342E-05		0.00305112	0.0002152	0.00067065			0.00154302	0.00386398	0.00151732			0.00277442	0.00137888	0.00981841	0.00378091	0.0014947	0.00158975		0.00027805	0.00116644	0.00053018	0.00157105	0.00093546		0.00021445	0.00016187				0.00454004	0.00023014	0.00029273	0.00044155	0.00035543	0.001177	0.00109467	0.00511595		0.00016893	0.00537708	4.973E-05			0.00052055				0.00027582		0.00236047		0.00060644		0.00042126		0.00320317	0.00016256	0.00014224	0.00098346	0.00138782			0.00397419		0.0001524	0.0030646	0.00010291		0.00066641	0.00028955	0.00070867	0.00362726	0.00267514	0.00172793
1980	0.0038835		0.00194775		8.083E-05	0.00014023			0.00010922	0.00015282	0.00266913	5.943E-05		0.00061051	0.00379994	0.00261254	0.00216831		0.00072283	0.00059087	0.00015989		0.00561541	0.00424338	0.00096178	0.00268818	0.0029465	0.00256893	0.00535816	0.00012225	0.00032157	0.00038546	0.00227722	0.00155124	0.00014268	6.995E-05	3.064E-05		0.00339039		0.00014605	0.00077413	0.0008345	0.00192463	0.00112979		0.00322656		0.00148167	0.00450738	0.00028018		0.00542329		0.00266414	0.0002808	0.00147911	0.00505702		0.00052682	0.00231288	0.00107333		0.00182543	0.00116183	0.00116892	0.00067302	6.539E-05	0.00021916	0.00048402		0.00179897	0.00119738	0.00022065				0.00031442	0.00110426	0.00361955	0.00053643		0.00297698	0.00485406	0.00014741	0.0019018	0.00699043	3.318E-05		0.0029254	0.00019047	0.00061439			0.0014071	0.00385617	0.00146121			0.00267208	0.00127239	0.00975388	0.00370511	0.00133059	0.00156059		0.00026081	0.00112063	0.00051074	0.00150265	0.00091573		0.00019676	0.00014317				0.00422408	0.00023148	0.0002631	0.00037786	0.00033436	0.00119013	0.00099335	0.00489347		0.00015097	0.00529055	4.727E-05			0.00048146				0.00024528		0.00232887		0.00055493		0.00038071		0.00309978	0.00015059	0.00013644	0.00088908	0.00128839		0.00026209	0.00400046		0.0001334	0.00302148	9.124E-05		0.00060555	0.00026899	0.00067726	0.00335889	0.00268173	0.00165807
1981	0.00384112		0.00161585		4.855E-05	0.00012393			0.00010682	0.00014434	0.00256544	5.922E-05		0.00056921	0.00371951	0.00247783	0.00207193		0.00066422	0.00054931	0.00014498		0.00547775	0.00404311	0.00093183	0.00223161	0.00284861	0.00251497	0.00531536	0.00010905	0.00028785	0.00034848	0.00218817	0.00148692	0.00012787	6.364E-05	3.047E-05		0.00331634	0.00119488	0.0001195	0.00072491	0.00076717	0.00178358	0.0010415		0.0031711		0.00138237	0.00444941	0.00025805		0.00524194		0.00261449	0.00025384	0.00140441	0.00499236		0.0005168	0.00227545	0.00099686		0.00174483	0.00109895	0.00106826	0.00063087	6.232E-05	0.00020711	0.0004414		0.00172071	0.00119798	0.00019037				0.00029719	0.00102119	0.00356102	0.00047673		0.00300557	0.0047335	0.0001333	0.00178854	0.00674773	3.292E-05		0.00279862	0.00016563	0.00056151			0.00128049	0.00384795	0.001408			0.00256858	0.00117406	0.0097795	0.00365158	0.00117403	0.00153087		0.00024334	0.00107631	0.00048917	0.00143222	0.0008945		0.00017743	0.0001258				0.00387034	0.00020948	0.00024281	0.00032532	0.00031328	0.00122741	0.00089626	0.00469406		0.00011897	0.00520768	4.349E-05			0.00044039				0.00021974		0.00229583		0.00050644		0.0003441		0.00298544	0.00014987	0.00013249	0.00080351	0.0011922		0.00038339	0.00395545		0.00012037	0.00299921	8.11E-05		0.00054831	0.00024997	0.00064651	0.00310511	0.00268275	0.00155571
